1,1,352
2,2,651
3,2,205
4,3,620
5,4,968
6,5,514
7,6,486
8,6,831
9,7,75
10,8,258
11,8,538
12,9,637
13,9,95
14,10,91
15,10,577
16,11,772
17,12,320
18,13,338
19,14,156
20,14,19
21,15,296
22,15,953
23,16,579
24,17,753
25,18,213
26,19,784
27,19,912
28,20,166
29,20,380
30,21,151
31,22,549
32,22,295
33,23,806
34,24,401
35,25,358
36,25,177
37,26,650
38,26,544
39,27,120
40,28,591
41,29,899
42,30,903
43,31,683
44,31,528
45,32,259
46,32,444
47,33,477
48,33,677
49,34,378
50,34,196
51,35,396
52,36,730
53,36,20
54,37,276
55,37,532
56,38,593
57,39,2
58,39,736
59,40,732
60,41,989
61,41,666
62,42,13
63,43,157
64,44,411
65,45,500
66,46,362
67,46,510
68,47,695
69,48,759
70,48,715
71,49,873
72,50,735
73,50,919
74,51,676
75,52,626
76,52,152
77,53,596
78,53,819
79,54,510
80,54,875
81,55,89
82,55,837
83,56,755
84,57,150
85,57,462
86,58,367
87,59,123
88,59,624
89,60,202
90,61,483
91,62,566
92,62,912
93,63,38
94,64,246
95,64,245
96,65,63
97,66,343
98,67,715
99,68,61
100,68,350
101,69,910
102,69,609
103,70,621
104,71,312
105,72,191
106,73,953
107,74,429
108,75,18
109,76,395
110,77,452
111,77,137
112,78,389
113,78,789
114,79,408
115,79,30
116,80,791
117,80,146
118,81,509
119,82,464
120,82,197
121,83,311
122,83,202
123,84,25
124,84,165
125,85,896
126,85,451
127,86,265
128,87,52
129,87,821
130,88,656
131,89,904
132,89,575
133,90,470
134,91,673
135,91,780
136,92,504
137,92,762
138,93,239
139,94,806
140,94,220
141,95,509
142,95,59
143,96,64
144,96,658
145,97,844
146,98,338
147,98,300
148,99,224
149,99,257
150,100,96
151,100,212
152,101,426
153,102,549
154,103,420
155,103,222
156,104,3
157,105,624
158,106,890
159,106,589
160,107,931
161,108,940
162,108,15
163,109,79
164,109,361
165,110,507
166,110,867
167,111,367
168,111,391
169,112,547
170,113,500
171,113,103
172,114,928
173,114,93
174,115,561
175,115,863
176,116,736
177,117,387
178,117,125
179,118,907
180,119,413
181,120,395
182,120,251
183,121,754
184,122,917
185,122,769
186,123,615
187,124,658
188,124,144
189,125,983
190,125,17
191,126,857
192,126,208
193,127,140
194,128,418
195,129,526
196,129,385
197,130,950
198,130,303
199,131,242
200,131,908
201,132,927
202,133,262
203,133,771
204,134,8
205,135,907
206,136,202
207,136,833
208,137,925
209,138,497
210,139,579
211,139,900
212,140,654
213,140,230
214,141,309
215,142,705
216,142,338
217,143,559
218,144,930
219,145,161
220,145,196
221,146,514
222,146,94
223,147,795
224,147,50
225,148,872
226,149,656
227,150,317
228,151,902
229,151,440
230,152,243
231,152,951
232,153,793
233,153,629
234,154,971
235,155,297
236,156,482
237,156,208
238,157,206
239,158,215
240,159,870
241,159,197
242,160,590
243,160,379
244,161,677
245,162,130
246,163,115
247,164,956
248,164,295
249,165,241
250,166,513
251,166,424
252,167,82
253,167,184
254,168,154
255,169,444
256,169,285
257,170,641
258,170,942
259,171,881
260,171,687
261,172,674
262,172,172
263,173,426
264,174,227
265,175,700
266,175,221
267,176,383
268,177,568
269,177,444
270,178,771
271,179,525
272,179,541
273,180,152
274,181,488
275,182,548
276,183,868
277,184,845
278,184,683
279,185,422
280,185,911
281,186,834
282,186,662
283,187,923
284,187,215
285,188,373
286,189,797
287,189,971
288,190,454
289,191,586
290,191,536
291,192,387
292,192,605
293,193,12
294,194,580
295,195,221
296,196,906
297,197,254
298,198,640
299,198,68
300,199,993
301,200,59
302,200,858
303,201,934
304,202,121
305,202,227
306,203,433
307,203,341
308,204,431
309,205,49
310,205,148
311,206,413
312,206,729
313,207,730
314,207,485
315,208,563
316,208,110
317,209,971
318,209,438
319,210,581
320,211,607
321,212,609
322,213,304
323,213,243
324,214,504
325,215,572
326,216,204
327,217,617
328,218,779
329,219,841
330,219,411
331,220,18
332,221,659
333,221,7
334,222,767
335,223,979
336,223,251
337,224,804
338,224,785
339,225,290
340,225,702
341,226,586
342,227,269
343,228,376
344,228,961
345,229,39
346,229,473
347,230,55
348,231,958
349,232,372
350,233,477
351,233,255
352,234,392
353,234,821
354,235,475
355,236,735
356,237,635
357,238,482
358,238,211
359,239,267
360,239,376
361,240,877
362,240,768
363,241,972
364,241,649
365,242,568
366,242,83
367,243,638
368,244,703
369,244,497
370,245,990
371,246,858
372,246,185
373,247,548
374,248,252
375,248,160
376,249,414
377,249,287
378,250,268
379,251,705
380,251,733
381,252,717
382,252,644
383,253,476
384,253,612
385,254,450
386,255,242
387,256,841
388,256,658
389,257,978
390,258,263
391,258,441
392,259,215
393,259,970
394,260,433
395,260,21
396,261,335
397,262,673
398,263,98
399,264,524
400,265,334
401,265,693
402,266,310
403,267,697
404,267,500
405,268,75
406,268,76
407,269,627
408,270,276
409,270,362
410,271,12
411,271,262
412,272,99
413,272,510
414,273,91
415,273,192
416,274,827
417,274,992
418,275,652
419,275,418
420,276,657
421,277,409
422,278,119
423,278,605
424,279,460
425,280,822
426,280,949
427,281,84
428,281,859
429,282,623
430,283,788
431,283,512
432,284,662
433,284,794
434,285,249
435,286,78
436,287,931
437,287,157
438,288,994
439,288,132
440,289,906
441,290,785
442,290,541
443,291,589
444,292,617
445,292,51
446,293,849
447,293,442
448,294,85
449,295,981
450,296,687
451,297,875
452,297,799
453,298,532
454,298,288
455,299,82
456,299,829
457,300,711
458,300,980
459,301,229
460,302,41
461,302,817
462,303,533
463,303,406
464,304,827
465,304,922
466,305,989
467,305,238
468,306,835
469,306,251
470,307,224
471,307,363
472,308,352
473,308,198
474,309,729
475,309,116
476,310,561
477,310,196
478,311,995
479,311,770
480,312,51
481,313,575
482,314,567
483,314,338
484,315,245
485,315,594
486,316,898
487,317,511
488,317,320
489,318,709
490,319,278
491,320,428
492,321,760
493,322,680
494,323,957
495,324,978
496,325,273
497,326,547
498,327,567
499,327,148
500,328,727
501,329,750
502,330,284
503,331,124
504,331,538
505,332,714
506,333,506
507,334,264
508,335,975
509,336,470
510,336,119
511,337,572
512,337,648
513,338,915
514,338,760
515,339,621
516,339,451
517,340,267
518,341,872
519,342,844
520,342,184
521,343,575
522,344,918
523,345,883
524,345,764
525,346,738
526,347,370
527,347,844
528,348,672
529,349,372
530,350,345
531,350,958
532,351,123
533,351,615
534,352,168
535,353,912
536,353,36
537,354,785
538,355,146
539,356,939
540,357,241
541,357,952
542,358,411
543,359,99
544,359,682
545,360,127
546,361,597
547,362,252
548,362,917
549,363,599
550,363,748
551,364,460
552,365,97
553,366,610
554,366,890
555,367,926
556,367,507
557,368,18
558,368,59
559,369,695
560,370,373
561,370,549
562,371,271
563,372,626
564,373,515
565,373,553
566,374,849
567,374,822
568,375,178
569,376,566
570,377,341
571,377,101
572,378,715
573,378,938
574,379,505
575,380,785
576,380,729
577,381,876
578,381,911
579,382,865
580,383,57
581,384,141
582,384,258
583,385,621
584,385,343
585,386,99
586,387,482
587,387,229
588,388,587
589,389,54
590,389,284
591,390,843
592,390,18
593,391,965
594,391,43
595,392,38
596,393,705
597,394,540
598,394,212
599,395,175
600,396,60
601,397,80
602,397,48
603,398,424
604,399,194
605,400,211
606,401,648
607,401,575
608,402,181
609,403,607
610,404,873
611,404,175
612,405,332
613,405,682
614,406,443
615,406,268
616,407,219
617,408,260
618,408,378
619,409,622
620,410,49
621,410,193
622,411,91
623,412,377
624,413,412
625,414,33
626,414,416
627,415,931
628,416,506
629,416,36
630,417,214
631,417,359
632,418,584
633,419,782
634,419,154
635,420,423
636,421,88
637,421,251
638,422,678
639,423,923
640,424,531
641,425,782
642,426,984
643,426,316
644,427,119
645,428,646
646,428,236
647,429,738
648,429,485
649,430,589
650,431,286
651,431,604
652,432,744
653,433,806
654,433,164
655,434,165
656,434,508
657,435,204
658,436,794
659,437,541
660,438,862
661,439,889
662,440,672
663,440,375
664,441,867
665,441,608
666,442,145
667,443,37
668,444,400
669,445,534
670,445,539
671,446,897
672,446,756
673,447,139
674,448,865
675,448,207
676,449,972
677,450,438
678,450,645
679,451,541
680,452,101
681,453,361
682,454,543
683,455,317
684,455,10
685,456,755
686,456,995
687,457,679
688,457,95
689,458,812
690,458,894
691,459,411
692,460,308
693,461,214
694,461,328
695,462,59
696,462,267
697,463,590
698,464,400
699,464,738
700,465,632
701,465,443
702,466,300
703,467,55
704,467,698
705,468,262
706,469,205
707,470,238
708,471,97
709,472,845
710,473,204
711,473,272
712,474,287
713,474,655
714,475,288
715,476,497
716,477,524
717,478,444
718,479,860
719,479,596
720,480,51
721,481,364
722,481,940
723,482,315
724,482,59
725,483,451
726,484,383
727,484,612
728,485,187
729,485,734
730,486,465
731,486,320
732,487,533
733,488,693
734,489,673
735,489,630
736,490,638
737,490,735
738,491,809
739,492,27
740,493,894
741,493,204
742,494,321
743,495,885
744,495,100
745,496,805
746,497,695
747,497,543
748,498,467
749,498,202
750,499,983
751,500,185
752,500,727
753,501,970
754,501,758
755,502,149
756,502,916
757,503,778
758,503,545
759,504,493
760,504,382
761,505,98
762,505,119
763,506,865
764,506,224
765,507,694
766,508,645
767,509,977
768,509,950
769,510,967
770,510,926
771,511,439
772,512,779
773,513,475
774,513,26
775,514,944
776,515,4
777,515,115
778,516,990
779,516,660
780,517,493
781,518,727
782,519,647
783,520,71
784,521,30
785,522,683
786,523,153
787,523,576
788,524,957
789,525,428
790,526,212
791,526,122
792,527,150
793,528,406
794,528,675
795,529,431
796,529,293
797,530,860
798,530,231
799,531,441
800,531,119
801,532,552
802,532,407
